ID,Location,Date,Time,Replicate,Collecter,Type,Comment,"This cell checks to make sure the ID and the Sample Name match - If its blank, its good!",Analyzed on Machine,Sample Name,Processed Delta 2H,Processed Delta 2H StDev,Processed Delta 18O,Processed Delta 18O StDev,Processed Delta 17O,Processed Delta 17O StDev,Comments,,
272,Mill Site,2/12/2022,2:15:00 PM,1,"AKS, TN",Stream,,,11/3/2023,272,-32.421447,3.18E-01,-8.550346,4.30E-02,-4.48E+00,4.65E-02,Block Standardization,,
284,Mill Site,3/5/2022,2:02:00 PM,1,"AKS, TN",Stream,,,11/3/2023,284,-19.345662,0.00E+00,-8.184347,0.00E+00,-4.16E+00,0.00E+00,"Block Standardization, 3 fvol",,
310,Mill Site,5/27/2022,2:24:00 PM,1,"TN, CDG",Stream,,,11/15/2023,310,-25.118393,3.29E-01,-8.191756,3.86E-02,-4.25E+00,4.08E-02,,,
323,Mill Site,6/29/2022,3:29:00 PM,1,"TN, JB",Stream,,,3/13/2024,323,-136.097435,1.60E-01,-7.431426,9.06E-02,-4.11E+00,4.49E-02,,,
337,Mill Site,7/21/2022,12:22:00 PM,1,"TN, JB",Stream,,,11/17/2023,337,-42.31982,4.75E-01,-5.120332,1.65E-02,NaN,3.28E-02,,,
350,Mill Site,9/12/2022,11:42:00 AM,1,"TN, JB",Stream,,,11/20/2023,350,-16.48567,6.49E-01,-7.659447,4.80E-02,-4.01E+00,3.22E-02,,,
389,Mill Site,10/17/2022,1:16:00 PM,1,"TN, JB",Stream,125 mL plastic bottle,,11/28/2023,389,-51.247199,2.71E-01,-7.963839,2.56E-02,-4.54E+00,6.47E-02,,,
402,Mill Site,11/11/2022,2:34:00 PM,1,"TN, ER, JB",Stream,,,11/29/2023,402,-35.337032,9.34E-01,-7.907683,2.82E-02,-4.50E+00,2.42E-02,"2 2Hck, 2 fvol",,
414,Mill Site,12/12/2022,1:36:00 PM,1,"TN, JB",Stream,,,11/29/2023,414,-37.880872,2.13E-01,-7.689701,6.77E-02,-4.40E+00,2.24E-02,,,
433,Mill Site,1/30/2023,12:27:00 PM,1,"TN, JB",Stream,,,2/22/2024,433,-50.668046,7.26E-01,-8.795545,3.85E-02,-4.62E+00,4.32E-02,4 fvol,,
452,Mill Site,2/18/2023,2:35:00 PM,1,"TN, ER",Stream,,,11/30/2023,452,-45.238186,1.27E-01,-8.075699,7.05E-03,-4.75E+00,3.72E-02,2 fvol,,
468,Mill Site,3/11/2023,12:16:00 PM,1,"TN, JB, CL",Stream,,,12/1/2023,468,-50.52446,4.89E-01,-8.356376,8.22E-02,-4.39E+00,5.34E-02,,,
490,Mill Site,4/22/2023,1:12:00 PM,1,"TN, JB, CDG",Stream,,,12/4/2023,490,-52.629164,5.95E-01,-8.585067,3.13E-02,-4.50737,8.46E-02,,,
513,Mill Site,5/21/2023,12:25:00 PM,1,"TN, NO",Stream,,,2/1/2024,513,-41.739669,3.25E-01,-7.012237,7.67E-02,-3.764422,8.38E-02,,,
526,Mill Site,6/14/2023,2:30:00 PM,1,"TN, ACM, CDG",Stream,,,2/6/2024,526,-48.743129,3.86E-01,-8.130682,3.11E-02,-4.204414,5.75E-02,,,
560,Mill Site,7/28/2023,3:45:00 PM,1,"TN, S",Stream,,,2/7/2024,560,-47.04651,1.27E-01,-7.69853,1.62E-01,-3.792386,1.92E-01,2 fvol,,
573,Mill Site,8/29/2023,2:35:00 PM,1,"TN, S",Stream,,,2/8/2024,573,-48.93826,4.62E-01,-7.956434,3.96E-02,-4.178188,7.02E-02,,,
586,Mill Site,9/22/2023,1:57:00 PM,1,"TN, TH",Stream,,,2/8/2024,586,-44.592602,2.68E-01,-7.400057,9.09E-02,-3.69319,5.81E-02,,,
648,Mill Site,10/21/2023,2:20:00 PM,1,"TN, BD",Stream,,,2/15/2024,648,-50.814888,3.44E-01,-8.253492,1.41E-02,-6.430085,6.70E-02,2 fvol,,
661,Mill Site,11/19/2023,1:42:00 PM,1,"TN, RV",Stream,,,2/20/2024,661,-49.441811,3.50E-01,-7.30943,1.26E-02,-5.456779,4.26E-02,,,
674,Mill Site,12/6/2023,10:48:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,674,-46.469844,4.98E-01,-7.642334,5.79E-02,-5.176207,5.35E-02,,,
687,Mill Site,1/26/2024,12:28:00 PM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,687,-75.455154,2.99E-01,-10.656754,9.99E-02,-6.276988,1.03E-01,fvol,,
775,Mill Site,2/24/2024,10:34:00 AM,1,"TN, TH, BD",Stream,,,3/5/2024,775,-74.089653,5.64E-01,-9.10228,4.99E-02,-5.114311,2.99E-02,fvol,,
823,Mill Site,3/16/2024,11:55:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/30/2024,823,-53.838901,1.84E-01,-8.791962,1.93E-02,-4.738495,3.60E-02,,,
836,Mill Site,4/21/2024,10:49:00 AM,1,"TN, BD, RV, ZW",Stream,,,5/2/2024,836,-60.70638,6.35E-01,-8.652978,7.45E-02,-4.627964,1.83E-02,,,
856,Mill Site,5/4/2024,11:04:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,856,-61.341409,3.99E-01,-8.909244,1.87E-01,-4.290605,1.40E-01,2 fvol,,
937,Mill Site,6/4/2024,12:08:00 PM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,937,-54.817396,3.11E-01,-8.452103,1.97E-02,-4.390471,5.91E-02,1 fvol,,
1101,Mill Site,7/2/2024,11:25:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1101,-47.348582,4.36E-01,-7.434275,3.09E-02,-3.948546,4.07E-02,,,
1280,Mill Site,8/7/2024,11:37:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1280,-48.144105,3.80E-01,-7.770957,6.23E-02,-3.953914,1.82E-02,,,
1325,Mill Site,8/26/2024,,1,"RV, RC",Stream,,,9/6/2024,1325,-50.211775,7.35E-01,-8.127886,9.15E-02,-3.834836,5.36E-02,,,
1467,Mill Site,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1467,-51.478178,4.77E-01,-7.113233,8.25E-02,-3.590498,4.02E-02,,,
330,Mill Site 116,6/29/2022,4:00:00 PM,1,CDG,Stream,,,11/17/2023,330,-52.596608,4.93E-01,-6.606381,2.51E-02,NaN,4.64E-02,,,
1445,MR Rec Area,11/16/2024,12:01:00 PM,1,"RV, RC",Stream,,,12/3/2024,1445,-52.999097,1.05E-01,-7.223437,3.65E-02,-3.737289,5.07E-02,,,
1446,MR Trail Bridge,11/16/2024,12:08:00 PM,1,"RV, RC",Stream,,,12/3/2024,1446,-52.856757,1.58E-01,-7.145328,2.02E-02,-3.796413,5.44E-02,,,
202,No Location,5/27/2021,-,-,-,Rain  / Ice,,,9/29/2023,202,-20.04,1.13E-01,-6.92531,8.65E-02,-3.71E+00,4.87E-02,Block Standardization,,
201,No Location,5/27/2021,-,-,-,Rain  / Ice,,,9/29/2023,201,-26.6061,5.67E-01,-6.91851,8.11E-02,-3.75E+00,9.41E-02,Block Standardization,,
265,No Location,9/22/2021,-,1,JJ,Stream,,,10/3/2023,265,-52.649,4.39E-01,-8.43954,1.93E-02,-4.74E+00,1.22E-02,Block Standardization,,
921,NOHO Mill River,5/30/2024,11:20:00 AM,1,"RV, RC",Stream,"NEW SITE. Rained the morning of sampling. About 0.79""",,7/9/2024,921,-57.392996,1.00E-01,-9.252502,3.69E-02,-4.345667,8.92E-03,"4 fvol (on first run), rerun on 07/09/2024 had: norm (ie. no flags)",,
922,NOHO Mill River,5/30/2024,11:20:00 AM,2,"RV, RC",Stream,"NEW SITE. Rained the morning of sampling. About 0.79""",,7/1/2024,922,-58.326378,1.66E-01,-9.095295,4.89E-02,-4.795347,2.77E-02,,,
930,NOHO Mill River,6/3/2024,10:21:00 AM,1,"RV, RC, MN",Stream,collected immediately,,7/1/2024,930,-53.159612,1.18E-01,-8.486959,6.21E-02,-4.418775,3.79E-02,,,
929,NOHO Mill River,6/3/2024,10:21:00 AM,2,"RV, RC, MN",Stream,collected immediately,,7/1/2024,929,-53.207451,3.16E-01,-8.485936,5.64E-02,-4.383862,4.24E-02,,,
1042,NOHO Mill River,6/24/2024,10:56:00 AM,1,"RC, RV, MN",Stream,,,8/26/2024,1042,-44.512973,7.43E-01,-7.018213,9.38E-02,-4.522277,7.43E-02,,,
1043,NOHO Mill River,6/24/2024,10:56:00 AM,2,"RC, RV, MN",Stream,,,8/26/2024,1043,-44.506631,6.12E-01,-6.977448,8.11E-02,-4.605432,5.94E-02,,,
1162,NOHO Mill River,7/8/2024,10:55:00 AM,2,"RC, RV, MN",Stream,,,10/29/2024,1162,-46.007181,2.88E-01,-7.672996,3.95E-02,-3.914534,1.82E-02,,,
1161,NOHO Mill River,7/8/2024,10:55:00 AM,1,"RC, RV, MN",Stream,,,10/29/2024,1161,-45.188482,7.84E-01,-7.627782,1.16E-01,-3.824488,5.64E-02,,,
1233,NOHO Mill River,7/29/2024,11:38 AM,2,"RV, RC",Stream,,,9/27/2024,1233,-48.323503,6.14E-01,-7.4413,4.64E-02,-4.033852,2.32E-02,,,
1232,NOHO Mill River,7/29/2024,11:38 AM,1,"RV, RC",Stream,,,9/27/2024,1232,-48.020884,1.33E-02,-7.358244,1.60E-02,-4.05561,5.77E-02,3 fvol,,
535,North East Street,6/24/2023,-,1,TN,Precipitation,,,2/6/2024,535,-36.808311,2.79E-01,-5.845874,6.22E-02,-2.988384,5.35E-02,,,
536,North East Street,6/24/2023,-,2,TN,Precipitation,,,2/6/2024,536,-36.41574,4.74E-01,-5.821012,4.14E-02,-3.023221,2.30E-02,,,
538,North East Street,6/26/2023,-,2,TN,Precipitation,,,2/6/2024,538,-49.587404,1.16E+00,-7.731648,1.54E-01,-3.927028,9.82E-02,4 2Hck,,
537,North East Street,6/26/2023,-,1,TN,Precipitation,,,2/6/2024,537,-49.147198,3.25E-01,-7.598637,5.24E-02,-3.820543,3.91E-02,,,
539,North East Street,6/27/2023,-,1,TN,Precipitation,,,2/6/2024,539,-14.9853,5.04E-01,-3.446701,1.15E-01,-1.63103,5.15E-02,,,
540,North East Street,6/27/2023,-,2,TN,Precipitation,,,2/6/2024,540,-12.572384,0.00E+00,-3.276397,0.00E+00,-1.690189,0.00E+00,3 fvol,,
541,North East Street,6/28/2023,-,1,TN,Precipitation,,,2/22/2024,541,-39.322271,1.13E+00,-6.430431,1.14E-01,-3.359725,7.71E-02,4 fvol,,
542,North East Street,7/2/2023,-,1,TN,Precipitation,,,2/6/2024,542,-20.014809,2.94E-01,-6.147946,5.19E-02,-3.041626,4.74E-02,,,
543,North East Street,7/2/2023,-,2,TN,Precipitation,,,2/6/2024,543,-25.177365,3.81E-01,-6.116868,3.06E-02,-2.944344,1.95E-02,,,
544,North East Street,7/3/2023,-,1,TN,Precipitation,,,2/6/2024,544,-24.016078,3.12E-01,-5.216868,3.76E-02,-2.481595,7.52E-02,,,
545,North East Street,7/3/2023,-,2,TN,Precipitation,,,2/6/2024,545,-23.639932,2.73E-01,-5.149741,5.17E-02,-2.428352,3.69E-02,,,
546,North East Street,7/10/2023,-,1,TN,Precipitation,,,2/6/2024,546,-13.32139,2.44E-01,-4.385237,4.29E-02,-2.004385,3.70E-02,,,
547,North East Street,7/10/2023,-,2,TN,Precipitation,,,2/6/2024,547,-17.865797,6.06E-01,-4.357061,9.55E-02,-1.985542,2.90E-02,2 svol,,
549,North East Street,7/14/2023,-,2,TN,Precipitation,,,2/6/2024,549,-14.308566,1.92E-01,-3.787309,2.17E-02,-1.712537,4.45E-02,,,
548,North East Street,7/14/2023,-,1,TN,Precipitation,,,2/6/2024,548,-7.34741,5.05E-01,-3.700292,6.77E-02,-1.63103,3.41E-02,,,
551,North East Street,7/16/2023,-,2,TN,Precipitation,,,2/7/2024,551,-13.054735,2.91E-01,-3.514252,8.78E-02,-1.81088,4.90E-02,,,
550,North East Street,7/16/2023,-,1,TN,Precipitation,,,2/7/2024,550,-14.528992,4.97E-01,-3.272827,9.24E-02,-1.656629,1.06E-02,1 fvol,,
553,North East Street,7/22/2023,-,2,TN,Precipitation,,,2/7/2024,553,-41.736572,5.49E-01,-6.283544,1.25E-01,-3.224704,9.85E-02,,,
552,North East Street,7/22/2023,-,1,TN,Precipitation,,,2/7/2024,552,-40.215479,2.51E-01,-5.896231,1.16E-01,-3.036374,6.07E-02,,,
764,NYC,6/8/2022,3:00:00 PM,2,KS,Precipitation,,,3/5/2024,764,-78.060695,3.81E-01,-9.749676,2.51E-02,-5.350413,2.39E-02,fvol,,
763,NYC,6/8/2022,3:00:00 PM,1,KS,Precipitation,,,3/5/2024,763,-74.070711,9.71E-01,-9.126679,2.06E-01,-5.013585,8.99E-02,"3 2Hck, fvol",,
721,NYC,6/9/2022,6:00:00 AM,1,KS,Stream,,,2/29/2024,721,-56.811541,7.45E-01,-9.160774,1.14E-01,-4.656743,4.20E-02,,,
722,NYC,6/9/2022,6:00:00 AM,2,KS,Stream,,,2/29/2024,722,-56.650551,5.27E-01,-9.155479,9.94E-02,-4.589867,7.87E-02,,,
720,NYC,6/9/2022,4:00:00 AM,2,KS,Stream,,,2/29/2024,720,-56.343205,4.34E-01,-9.107821,3.81E-02,-4.637729,5.98E-02,,,
719,NYC,6/9/2022,4:00:00 AM,1,KS,Stream,,,2/29/2024,719,-56.609896,2.84E-01,-9.08664,5.09E-02,-4.624616,6.46E-02,,,
718,NYC,6/9/2022,2:00:00 AM,2,KS,Stream,,,2/29/2024,718,-56.351336,1.00E+00,-9.076049,9.94E-02,-4.715096,3.58E-02,4 2Hck,,
724,NYC,6/9/2022,8:00:00 AM,2,KS,Stream,,,2/29/2024,724,-56.76113,2.48E-01,-9.073402,4.77E-02,-4.562986,6.44E-02,,,
723,NYC,6/9/2022,8:00:00 AM,1,KS,Stream,,,2/29/2024,723,-56.37085,4.90E-01,-9.045601,2.12E-02,-4.591834,3.91E-02,2 fvol,,
725,NYC,6/9/2022,10:00:00 AM,1,KS,Stream,,,2/29/2024,725,-56.847317,2.73E-01,-9.027068,9.34E-02,-4.505945,4.35E-02,,,
717,NYC,6/9/2022,2:00:00 AM,1,KS,Stream,,,2/29/2024,717,-56.065131,3.46E-01,-9.001915,8.52E-02,-4.704605,2.67E-02,,,
726,NYC,6/9/2022,10:00:00 AM,2,KS,Stream,,,2/29/2024,726,-56.344831,1.04E+00,-8.948962,9.42E-02,-4.45087,7.33E-02,4 2Hck,,
715,NYC,6/9/2022,-,1,KS,Stream,,,2/29/2024,715,-55.482963,1.09E-01,-8.889389,7.75E-02,-4.758368,5.02E-02,,,
716,NYC,6/9/2022,-,2,KS,Stream,,,2/29/2024,716,-55.551262,1.09E-01,-8.884094,5.22E-02,-4.722963,4.72E-02,,,
728,NYC,6/9/2022,12:00:00 PM,2,KS,Stream,,,2/29/2024,728,-56.126925,3.25E-01,-8.880122,3.34E-02,-4.479719,6.75E-02,,,
727,NYC,6/9/2022,12:00:00 PM,1,KS,Stream,,,2/29/2024,727,-56.34971,1.05E+00,-8.836436,8.67E-02,-4.403008,5.67E-02,4 2Hck,,
729,NYC,6/9/2022,2:00:00 PM,1,KS,Stream,,,2/29/2024,729,-56.357841,8.49E-01,-8.762301,3.85E-02,-4.422022,4.33E-02,4 2Hck,,
730,NYC,6/9/2022,2:00:00 PM,2,KS,Stream,,,2/29/2024,730,-56.309056,4.62E-01,-8.621975,2.34E-02,-4.403664,2.85E-02,,,
734,NYC,6/9/2022,6:00:00 PM,2,KS,Stream,,,2/29/2024,734,-56.818046,3.13E-01,-8.525336,2.52E-02,-4.540038,2.26E-02,,,
733,NYC,6/9/2022,6:00:00 PM,1,KS,Stream,,,2/29/2024,733,-56.847317,4.03E-01,-8.465763,1.44E-02,-4.531515,5.18E-02,,,
732,NYC,6/9/2022,4:00:00 PM,2,KS,Stream,,,2/29/2024,732,-56.352962,2.48E-01,-8.465763,3.59E-02,-4.443002,2.75E-02,,,
735,NYC,6/9/2022,8:00:00 PM,1,KS,Stream,,,2/29/2024,735,-57.107503,4.19E-01,-8.317494,1.89E-02,-4.518402,4.41E-02,,,
731,NYC,6/9/2022,4:00:00 PM,1,KS,Stream,,,2/29/2024,731,-55.941542,7.08E-01,-8.280427,7.38E-02,-4.302694,1.89E-02,,,
738,NYC,6/9/2022,10:00:00 PM,2,KS,Stream,,,2/29/2024,738,-56.881466,4.10E-01,-8.235417,3.02E-02,-4.572165,4.81E-02,,,
737,NYC,6/9/2022,10:00:00 PM,1,KS,Stream,,,2/29/2024,737,-56.427766,6.52E-01,-8.223502,4.63E-02,-4.538727,7.13E-02,,,
736,NYC,6/9/2022,8:00:00 PM,2,KS,Stream,,,2/29/2024,736,-56.507448,4.42E-01,-8.173638,1.89E-02,-4.422677,2.93E-02,fvol,,
749,NYC,6/10/2022,10:00:00 AM,1,KS,Stream,,,3/5/2024,749,-78.016352,5.01E-01,-9.780582,9.25E-02,-5.388689,5.74E-02,,,
748,NYC,6/10/2022,8:00:00 AM,2,KS,Stream,,,3/5/2024,748,-77.878158,5.68E-01,-9.770822,6.48E-02,-5.435022,6.32E-02,fvol,,
750,NYC,6/10/2022,10:00:00 AM,2,KS,Stream,,,3/5/2024,750,-77.790334,3.48E-01,-9.768382,7.43E-02,-5.380228,3.19E-02,,,
746,NYC,6/10/2022,6:00:00 AM,2,KS,Stream,,,3/5/2024,746,-77.626308,5.11E-02,-9.726903,6.01E-02,-5.414071,2.83E-02,,,
744,NYC,6/10/2022,4:00:00 AM,2,KS,Stream,,,3/5/2024,744,-77.763211,1.08E-01,-9.704944,7.86E-02,-5.410445,7.40E-02,,,
745,NYC,6/10/2022,6:00:00 AM,1,KS,Stream,,,3/5/2024,745,-77.623725,5.21E-01,-9.692744,3.84E-02,-5.379623,3.64E-02,,,
747,NYC,6/10/2022,8:00:00 AM,1,KS,Stream,,,3/5/2024,747,-77.41708,1.44E-01,-9.689084,6.03E-02,-5.406819,4.42E-02,,,
755,NYC,6/10/2022,4:00:00 PM,1,KS,Stream,,,3/5/2024,755,-77.019287,6.35E-01,-9.652485,8.51E-02,-5.30287,5.79E-02,,,
743,NYC,6/10/2022,4:00:00 AM,1,KS,Stream,,,3/5/2024,743,-77.537193,2.01E-01,-9.650045,6.86E-02,-5.42918,4.00E-02,,,
742,NYC,6/10/2022,2:00:00 AM,2,KS,Stream,,,3/5/2024,742,-77.851036,1.75E-01,-9.640286,6.19E-02,-5.501099,1.91E-02,,,
758,NYC,6/10/2022,6:00:00 PM,2,KS,Stream,,,3/5/2024,758,-77.418371,7.34E-01,-9.563428,3.88E-02,-5.2376,4.47E-02,2 fvol,,
752,NYC,6/10/2022,12:00:00 PM,2,KS,Stream,,,3/5/2024,752,-76.986998,3.62E-01,-9.556108,3.41E-02,-5.250291,3.25E-02,,,
757,NYC,6/10/2022,6:00:00 PM,1,KS,Stream,,,3/5/2024,757,-76.622785,3.13E-01,-9.514629,8.72E-02,-5.240621,2.35E-02,,,
754,NYC,6/10/2022,2:00:00 PM,2,KS,Stream,,,3/5/2024,754,-76.720942,3.81E-01,-9.501209,7.68E-02,-5.220073,4.97E-02,,,
751,NYC,6/10/2022,12:00:00 PM,1,KS,Stream,,,3/5/2024,751,-76.586622,8.87E-01,-9.49145,3.34E-02,-5.206173,3.31E-02,4 2Hck,,
753,NYC,6/10/2022,2:00:00 PM,1,KS,Stream,,,3/5/2024,753,-76.949544,7.93E-01,-9.48169,7.10E-02,-5.230347,7.75E-03,,,
761,NYC,6/10/2022,10:00:00 PM,1,KS,Stream,,,3/5/2024,761,-76.881092,8.38E-01,-9.362133,1.21E-01,-5.116729,7.93E-02,4 2Hck,,
760,NYC,6/10/2022,8:00:00 PM,2,KS,Stream,,,3/5/2024,760,-77.118735,7.16E-01,-9.313741,4.24E-02,-5.081273,1.94E-02,fvol,,
762,NYC,6/10/2022,10:00:00 PM,2,KS,Stream,,,3/5/2024,762,-76.177205,1.81E-01,-9.124239,1.12E-01,-5.001297,7.04E-02,,,
741,NYC,6/10/2022,2:00:00 AM,1,KS,Stream,,,2/29/2024,741,-57.399728,4.98E-01,-9.054503,8.52E-02,-4.555498,3.36E-02,,,
740,NYC,6/10/2022,-,2,KS,Stream,,,2/29/2024,740,-56.635349,1.82E-01,-8.973618,5.56E-02,-4.468964,3.86E-02,,,
756,NYC,6/10/2022,4:00:00 PM,2,KS,Stream,,,3/5/2024,756,-74.764265,5.65E-01,-8.970523,9.42E-02,-4.986792,4.88E-02,,,
759,NYC,6/10/2022,8:00:00 PM,1,KS,Stream,,,3/5/2024,759,-74.385846,1.35E-01,-8.733036,1.57E-01,-4.801658,6.87E-02,fvol,,
739,NYC,6/10/2022,-,1,KS,Stream,,,2/29/2024,739,-56.593635,8.28E-01,-8.185111,6.18E-02,-4.581999,4.47E-02,4 2Hck,,
765,NYC,6/11/2022,1:00:00 PM,1,KS,Precipitation,,,3/5/2024,765,-78.396494,8.38E-01,-9.806608,9.36E-02,-5.38748,7.10E-02,"fvol, 3 2Hck",,
766,NYC,6/11/2022,1:00:00 PM,2,KS,Precipitation,,,3/5/2024,766,-78.141631,3.02E-01,-9.795222,4.59E-02,-5.386875,4.79E-02,,,
1214,NYC DEP Grahamsville _1,4/12/2024,12:08:00 AM,1,,Stream,,,7/23/2024,1214,-61.53189,5.67E-01,-9.913532,4.98E-02,-5.037802,3.17E-02,,,
1223,NYC DEP Grahamsville _10,4/12/2024,9:23:00 PM,1,,Stream,,,7/23/2024,1223,-62.144929,1.63E-01,-9.832982,5.14E-02,-5.159225,6.36E-02,,,
1224,NYC DEP Grahamsville _11,4/13/2024,4:08:00 AM,1,,Stream,,,7/23/2024,1224,-64.086456,3.96E-01,-10.075905,3.89E-02,-5.322462,3.12E-02,,,
1225,NYC DEP Grahamsville _12,4/13/2024,10:08:00 PM,1,,Stream,,,7/23/2024,1225,-65.880438,5.14E-01,-10.288232,7.41E-02,-5.482993,2.94E-02,,,
1226,NYC DEP Grahamsville _13,4/14/2024,2:23:00 AM,1,,Stream,,,7/23/2024,1226,-65.702792,3.39E-01,-10.312766,6.18E-02,-5.455706,4.81E-02,,,
1215,NYC DEP Grahamsville _2,4/12/2024,1:08:00 AM,1,,Stream,,,7/23/2024,1215,-60.868319,2.34E-01,-9.786369,3.25E-02,-5.018038,4.38E-02,,,
1216,NYC DEP Grahamsville _3,4/12/2024,2:23:00 AM,1,,Stream,,,7/23/2024,1216,-61.132752,1.25E+00,-9.779966,1.56E-01,-5.037483,6.95E-02,5 2Hck,,
1217,NYC DEP Grahamsville _4,4/12/2024,3:23:00 AM,1,,Stream,,,7/23/2024,1217,-60.525459,3.00E-01,-9.718675,6.11E-02,-5.036001,4.05E-02,,,
1218,NYC DEP Grahamsville _5,4/12/2024,4:23:00 AM,1,,Stream,,,7/23/2024,1218,-60.622082,9.40E-02,-9.734966,5.17E-02,-5.025756,4.81E-02,,,
1219,NYC DEP Grahamsville _6,4/12/2024,6:08:00 AM,1,,Stream,,,7/23/2024,1219,-60.545487,5.91E-01,-9.690619,9.16E-02,-4.975394,4.72E-02,,,
1220,NYC DEP Grahamsville _7,4/12/2024,2:08:00 PM,1,,Stream,,,7/23/2024,1220,-60.587896,2.61E-01,-9.64573,4.37E-02,-4.96835,1.82E-02,,,
1221,NYC DEP Grahamsville _8,4/12/2024,3:23:00 PM,1,,Stream,,,7/23/2024,1221,-60.506828,1.95E-01,-9.613012,3.60E-02,-4.942595,2.59E-02,,,
1222,NYC DEP Grahamsville _9,4/12/2024,6:23:00 PM,1,,Stream,,,7/23/2024,1222,-61.128115,4.29E-01,-9.702113,5.99E-02,-5.02727,1.60E-02,,,
1228,NYC DEP Grahamsville _POST,4/15/2024,8:30:00 AM,2,,Stream,Sample of outflow after 1 days of the storm.,,7/23/2024,1228,-64.550208,4.44E-01,-10.18626,2.45E-02,-5.477153,6.30E-02,,,
1227,NYC DEP Grahamsville _POST,4/15/2024,8:30:00 AM,1,,Stream,Sample of outflow after 1 days of the storm.,,7/23/2024,1227,-64.862344,2.45E-01,-10.164163,8.98E-02,-5.425928,5.29E-02,,,
1212,NYC DEP Grahamsville _PRE,4/11/2024,10:00:00 AM,1,,Stream,"Samples given to us by Kiron. All Samples ""Analysis: 524.2_Pres_PREC-524 THM"" ",,7/23/2024,1212,-66.094088,7.93E-01,-10.391837,1.00E-01,-5.303882,5.03E-02,,,
1213,NYC DEP Grahamsville _PRE,4/11/2024,10:00:00 AM,2,,Stream,"All samples ""Preservative: Ascorbic Acid and Hydrochloric Acid""",,7/23/2024,1213,-65.818159,1.72E+00,-10.363607,1.74E-01,-5.294019,1.15E-01,5 2Hck,,
1229,NYC DEP Grahamsville_POST_5,4/20/2024,11:59:00 PM,1,,Stream,Sample of outflow after 5 days of the storm.,,7/23/2024,1229,-58.667882,2.53E-01,-9.413367,7.32E-02,-4.999852,1.71E-02,,,
1485,Nye Creek,4/28/2024,12:11:00 PM,7A,Anton Schreder/Bahar,Stream,,,11/21/2024,1485,-65.14235,2.50E-01,-9.686045,5.19E-02,-5.114559,4.22E-02,,,
1495,Nye Creek,5/27/2024,2:16:00 PM,7B,Anton Schreder,Stream ,,,11/21/2024,1495,-65.394287,6.41E-02,-9.949123,6.84E-02,-5.315115,4.85E-02,,,
1504,Nye Creek,6/30/2024,,7C,Anton Schreder,Stream,,,11/21/2024,1504,-63.835939,9.68E-02,-9.319375,1.98E-02,-4.827148,3.63E-02,,,
1512,Nye Creek,7/28/2024,12:10:00 PM,7D,Anton Schreder,Stream,,,11/22/2024,1512,-66.619342,3.14E-01,-9.100115,7.99E-02,-4.672035,3.69E-02,,,
1519,Nye Creek,9/1/2024,11:29:00 AM,7E,Anton Schreder,Stream,,,11/22/2024,1519,-64.167692,3.05E-01,-8.597841,6.15E-02,-4.514408,5.34E-02,,,
1530,Nye Creek,10/13/2024,11:54:00 AM,7F,Anton Schreder ,Stream,,,11/22/2024,1530,-66.857606,2.94E-01,-8.680761,7.45E-02,-4.255126,1.71E-02,,,
1488,Precip,5/24/2024,,R2,Bahar,Rain Sample,,,11/21/2024,1488,-19.154438,2.66E-01,-3.438155,5.95E-02,-1.86257,2.15E-02,,,
1487,Precip,5/24/2024,,R1,Bahar,Rain Sample,,,11/21/2024,1487,-19.405832,2.61E-01,-3.420409,2.81E-02,-1.773319,7.76E-02,,,
1497,Precip,6/2/2024,,R3,Bahar,Rain Sample,,,11/21/2024,1497,-46.550337,2.47E-01,-7.089184,4.90E-02,-3.782936,1.54E-02,,,
1452,Prindle School,11/16/2024,1:16:00 PM,1,"RV, RC",Stream,,,12/3/2024,1452,-45.571912,3.66E-01,-5.86914,4.76E-02,-3.415823,5.21E-02,,,
1449,Puffers - Cushman Brook Bridge,11/16/2024,12:29:00 PM,1,"RV, RC",Stream,,,12/3/2024,1449,-53.486715,9.74E-01,-7.335097,8.84E-02,-4.049738,4.52E-02,4 2Hck,,
1306,Puffers beach,8/23/2024,4:05:00 PM,1,"RV, RC",Stream,4: Puffers Pond Beach area,,8/26/2024,1306,-49.34275,8.02E-01,-7.860958,1.36E-01,-4.281429,5.90E-02,,,
1448,Puffers South Beach,11/16/2024,12:21:00 PM,1,"RV, RC",Stream,,,12/3/2024,1448,-52.707815,3.71E-01,-7.154501,5.83E-02,-3.879008,3.34E-02,,,
1447,Puffers Waterfall,11/16/2024,12:14:00 PM,1,"RV, RC",Stream,,,12/3/2024,1447,-53.001844,2.74E-01,-7.213047,3.81E-02,-3.847737,3.92E-02,,,
